,_state,id,book_id,books_count,isbn,author,original_publication_year,original_title,title,lang_code,average_rating,image_url,small_image_url,image
848,<django.db.models.base.ModelState object at 0x00000216581AE5B0>,990,6732019,60,307463745,"Jason Fried, David Heinemeier Hansson",2010,Rework,Rework,eng,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
849,<django.db.models.base.ModelState object at 0x00000216581AE640>,991,8909152,44,525951989,Rainbow Rowell,2011,Attachments,Attachments,eng,3.95,https://images.gr-assets.com/books/1499377988m/8909152.jpg,https://images.gr-assets.com/books/1499377988s/8909152.jpg,https://images.gr-assets.com/books/1499377988m/8909152.jpg
850,<django.db.models.base.ModelState object at 0x00000216581AE6D0>,993,12875258,49,679644199,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,Tell the Wolves I'm Home,eng,4.04,https://images.gr-assets.com/books/1335450415m/12875258.jpg,https://images.gr-assets.com/books/1335450415s/12875258.jpg,https://images.gr-assets.com/books/1335450415m/12875258.jpg
851,<django.db.models.base.ModelState object at 0x00000216581AE760>,994,32085,77,312965788,James Herriot,1972,All Creatures Great And Small,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",eng,4.31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
852,<django.db.models.base.ModelState object at 0x00000216581AE7F0>,996,6854,67,312966091,Janet Evanovich,1997,Three to Get Deadly,"Three to Get Deadly (Stephanie Plum, #3)",en-US,4.14,https://images.gr-assets.com/books/1311727539m/6854.jpg,https://images.gr-assets.com/books/1311727539s/6854.jpg,https://images.gr-assets.com/books/1311727539m/6854.jpg
853,<django.db.models.base.ModelState object at 0x00000216581AE880>,997,136116,427,1576469239,Emmuska Orczy,1905,The Scarlet Pimpernel,The Scarlet Pimpernel,eng,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
854,<django.db.models.base.ModelState object at 0x00000216581AE910>,999,37741,66,425193799,Judy Blume,1972,Tales of a Fourth Grade Nothing,"Tales of a Fourth Grade Nothing (Fudge, #1)",eng,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
855,<django.db.models.base.ModelState object at 0x00000216581AE9A0>,1000,10194157,66,805094598,Leigh Bardugo,2012,Shadow and Bone,"Shadow and Bone (Shadow and Bone, #1)",eng,4.05,https://images.gr-assets.com/books/1339533695m/10194157.jpg,https://images.gr-assets.com/books/1339533695s/10194157.jpg,https://images.gr-assets.com/books/1339533695m/10194157.jpg
856,<django.db.models.base.ModelState object at 0x00000216581AEA30>,1001,15797938,114,770437850,"Herman Koch, Sam Garrett",2009,Het diner,The Dinner,eng,3.22,https://images.gr-assets.com/books/1355949630m/15797938.jpg,https://images.gr-assets.com/books/1355949630s/15797938.jpg,https://images.gr-assets.com/books/1355949630m/15797938.jpg
857,<django.db.models.base.ModelState object at 0x00000216581AEAC0>,1002,14290364,57,399256776,Marie Lu,2013,Champion,"Champion (Legend, #3)",eng,4.37,https://images.gr-assets.com/books/1382652310m/14290364.jpg,https://images.gr-assets.com/books/1382652310s/14290364.jpg,https://images.gr-assets.com/books/1382652310m/14290364.jpg
858,<django.db.models.base.ModelState object at 0x00000216581AEB50>,1003,61666,90,2266079999,Carl Sagan,1985,Contact,Contact,eng,4.11,https://images.gr-assets.com/books/1408792653m/61666.jpg,https://images.gr-assets.com/books/1408792653s/61666.jpg,https://images.gr-assets.com/books/1408792653m/61666.jpg
859,<django.db.models.base.ModelState object at 0x00000216581AEBE0>,1004,9961796,22,525423281,Stephanie Perkins,2011,Lola and the Boy Next Door,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",en-US,4.0,https://images.gr-assets.com/books/1358271832m/9961796.jpg,https://images.gr-assets.com/books/1358271832s/9961796.jpg,https://images.gr-assets.com/books/1358271832m/9961796.jpg
860,<django.db.models.base.ModelState object at 0x00000216581AEC70>,1005,3711,115,375703861,Zadie Smith,1999,White Teeth,White Teeth,en-US,3.75,https://images.gr-assets.com/books/1374739885m/3711.jpg,https://images.gr-assets.com/books/1374739885s/3711.jpg,https://images.gr-assets.com/books/1374739885m/3711.jpg
861,<django.db.models.base.ModelState object at 0x00000216581AED00>,1006,11887020,86,62107062,"Chris Kyle, Scott McEwen, Jim DeFelice",2012,American Sniper: The Autobiography of the Most Let,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
862,<django.db.models.base.ModelState object at 0x00000216581AED90>,1007,35982,33,1582346186,Chelsea Handler,2004,My Horizontal Life: A Collection of One-Night Stan,My Horizontal Life: A Collection of One-Night Stands,en-GB,3.79,https://images.gr-assets.com/books/1388631721m/35982.jpg,https://images.gr-assets.com/books/1388631721s/35982.jpg,https://images.gr-assets.com/books/1388631721m/35982.jpg
863,<django.db.models.base.ModelState object at 0x00000216581AEE20>,1008,8659601,71,61974552,Pittacus Lore,2011,The Power of Six,"The Power of Six (Lorien Legacies, #2)",eng,4.17,https://images.gr-assets.com/books/1345067406m/8659601.jpg,https://images.gr-assets.com/books/1345067406s/8659601.jpg,https://images.gr-assets.com/books/1345067406m/8659601.jpg
864,<django.db.models.base.ModelState object at 0x00000216581AEEB0>,1009,15815333,34,1594488398,Meg Wolitzer,2013,The Interestings,The Interestings,eng,3.54,https://images.gr-assets.com/books/1451446889m/15815333.jpg,https://images.gr-assets.com/books/1451446889s/15815333.jpg,https://images.gr-assets.com/books/1451446889m/15815333.jpg
865,<django.db.models.base.ModelState object at 0x00000216581AEF40>,1010,43070,26,836218051,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobb,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,en-US,4.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
866,<django.db.models.base.ModelState object at 0x00000216581AEFD0>,1014,8698,119,330491237,Douglas Adams,1984,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",eng,4.08,https://images.gr-assets.com/books/1369563116m/8698.jpg,https://images.gr-assets.com/books/1369563116s/8698.jpg,https://images.gr-assets.com/books/1369563116m/8698.jpg
867,<django.db.models.base.ModelState object at 0x00000216581B00A0>,1015,16631,359,140282580,"Hermann Hesse, Basil Creighton",1927,Der Steppenwolf: Erzählung,Steppenwolf,eng,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
868,<django.db.models.base.ModelState object at 0x00000216581B0130>,1017,17572903,71,670026611,Jojo Moyes,2012,The Girl You Left Behind,The Girl You Left Behind,eng,3.95,https://images.gr-assets.com/books/1366558957m/17572903.jpg,https://images.gr-assets.com/books/1366558957s/17572903.jpg,https://images.gr-assets.com/books/1366558957m/17572903.jpg
869,<django.db.models.base.ModelState object at 0x00000216581B01C0>,1018,68487,94,6480101,Robin Hobb,1996,Royal Assassin,"Royal Assassin (Farseer Trilogy, #2)",eng,4.21,https://images.gr-assets.com/books/1387145228m/68487.jpg,https://images.gr-assets.com/books/1387145228s/68487.jpg,https://images.gr-assets.com/books/1387145228m/68487.jpg
870,<django.db.models.base.ModelState object at 0x00000216581B0250>,1019,414999,172,345347951,Arthur C. Clarke,1953,Childhood's End,Childhood's End,en-US,4.09,https://images.gr-assets.com/books/1320552628m/414999.jpg,https://images.gr-assets.com/books/1320552628s/414999.jpg,https://images.gr-assets.com/books/1320552628m/414999.jpg
871,<django.db.models.base.ModelState object at 0x00000216581B02E0>,1020,37190,91,763625299,"Kate DiCamillo, Timothy Basil Ering",2004, The Tale of Despereaux,The Tale of Despereaux,en-US,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
872,<django.db.models.base.ModelState object at 0x00000216581B0370>,1021,25460,37,60852550,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007,"Animal, Vegetable, Miracle: A Year of Food Life","Animal, Vegetable, Miracle: A Year of Food Life",en-US,4.03,https://images.gr-assets.com/books/1480104279m/25460.jpg,https://images.gr-assets.com/books/1480104279s/25460.jpg,https://images.gr-assets.com/books/1480104279m/25460.jpg
873,<django.db.models.base.ModelState object at 0x00000216581B0400>,1022,20613470,46,1619630656,Sarah J. Maas,2014,Heir of Fire,"Heir of Fire (Throne of Glass, #3)",eng,4.53,https://images.gr-assets.com/books/1460846511m/20613470.jpg,https://images.gr-assets.com/books/1460846511s/20613470.jpg,https://images.gr-assets.com/books/1460846511m/20613470.jpg
874,<django.db.models.base.ModelState object at 0x00000216581B0490>,1024,6218281,85,385342306,Alan Bradley,2009,The Sweetness at the Bottom of the Pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
875,<django.db.models.base.ModelState object at 0x00000216581B0520>,1025,7214,38,785263705,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,en-US,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
876,<django.db.models.base.ModelState object at 0x00000216581B05B0>,1026,10965,59,385340397,Diana Gabaldon,2005,A Breath of Snow and Ashes,"A Breath of Snow and Ashes (Outlander, #6)",eng,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
877,<django.db.models.base.ModelState object at 0x00000216581B0640>,1027,18705209,64,1484724917,Rick Riordan,2014,The Blood of Olympus,"The Blood of Olympus (The Heroes of Olympus, #5)",eng,4.41,https://images.gr-assets.com/books/1464201441m/18705209.jpg,https://images.gr-assets.com/books/1464201441s/18705209.jpg,https://images.gr-assets.com/books/1464201441m/18705209.jpg
878,<django.db.models.base.ModelState object at 0x00000216581B06D0>,1028,26247008,45,1250069793,Liane Moriarty,2016,Truly Madly Guilty,Truly Madly Guilty,eng,3.55,https://images.gr-assets.com/books/1491249206m/26247008.jpg,https://images.gr-assets.com/books/1491249206s/26247008.jpg,https://images.gr-assets.com/books/1491249206m/26247008.jpg
879,<django.db.models.base.ModelState object at 0x00000216581B0760>,1029,15704307,28,1607066017,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Volume One","Saga, Vol. 1 (Saga, #1)",eng,4.25,https://images.gr-assets.com/books/1486028947m/15704307.jpg,https://images.gr-assets.com/books/1486028947s/15704307.jpg,https://images.gr-assets.com/books/1486028947m/15704307.jpg
880,<django.db.models.base.ModelState object at 0x00000216581B07F0>,1030,10996342,55,316126691,Chad Harbach,2011,The Art of Fielding,The Art of Fielding,eng,3.99,https://images.gr-assets.com/books/1327882787m/10996342.jpg,https://images.gr-assets.com/books/1327882787s/10996342.jpg,https://images.gr-assets.com/books/1327882787m/10996342.jpg
881,<django.db.models.base.ModelState object at 0x00000216581B0880>,1031,4631,208,99285045,Ernest Hemingway,1964,A Moveable Feast,A Moveable Feast,eng,4.04,https://images.gr-assets.com/books/1427463201m/4631.jpg,https://images.gr-assets.com/books/1427463201s/4631.jpg,https://images.gr-assets.com/books/1427463201m/4631.jpg
882,<django.db.models.base.ModelState object at 0x00000216581B0910>,1032,44652,51,1590385810,Brandon Mull,2006,Fablehaven,"Fablehaven (Fablehaven, #1)",eng,4.08,https://images.gr-assets.com/books/1460309528m/44652.jpg,https://images.gr-assets.com/books/1460309528s/44652.jpg,https://images.gr-assets.com/books/1460309528m/44652.jpg
883,<django.db.models.base.ModelState object at 0x00000216581B09A0>,1033,438492,87,64407683,"Lemony Snicket, Brett Helquist",2000,The Wide Window,"The Wide Window (A Series of Unfortunate Events, #3)",eng,3.91,https://images.gr-assets.com/books/1320705923m/438492.jpg,https://images.gr-assets.com/books/1320705923s/438492.jpg,https://images.gr-assets.com/books/1320705923m/438492.jpg
884,<django.db.models.base.ModelState object at 0x00000216581B0A30>,1034,91476,59,451458443,Jim Butcher,2001,Grave Peril,"Grave Peril (The Dresden Files, #3)",eng,4.18,https://images.gr-assets.com/books/1266470209m/91476.jpg,https://images.gr-assets.com/books/1266470209s/91476.jpg,https://images.gr-assets.com/books/1266470209m/91476.jpg
885,<django.db.models.base.ModelState object at 0x00000216581B0AC0>,1035,10884,78,743264738,Walter Isaacson,2007,Einstein. His Life and Universe,Einstein: His Life and Universe,eng,4.08,https://images.gr-assets.com/books/1328011405m/10884.jpg,https://images.gr-assets.com/books/1328011405s/10884.jpg,https://images.gr-assets.com/books/1328011405m/10884.jpg
886,<django.db.models.base.ModelState object at 0x00000216581B0B50>,1036,15842441,37,1476717486,S.C. Stephens,2011,Effortless,"Effortless (Thoughtless, #2)",eng,4.37,https://images.gr-assets.com/books/1364805648m/15842441.jpg,https://images.gr-assets.com/books/1364805648s/15842441.jpg,https://images.gr-assets.com/books/1364805648m/15842441.jpg
887,<django.db.models.base.ModelState object at 0x00000216581B0BE0>,1037,5351,119,385339097,John Grisham,1998,The Street Lawyer,The Street Lawyer,eng,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
888,<django.db.models.base.ModelState object at 0x00000216581B0C70>,1039,5899779,92,1594743347,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",eng,3.28,https://images.gr-assets.com/books/1320449653m/5899779.jpg,https://images.gr-assets.com/books/1320449653s/5899779.jpg,https://images.gr-assets.com/books/1320449653m/5899779.jpg
889,<django.db.models.base.ModelState object at 0x00000216581B0D00>,1040,15790837,32,316154695,David Sedaris,2013,Lets Explore Diabetes with Owls,Let's Explore Diabetes with Owls,eng,3.8,https://images.gr-assets.com/books/1359704028m/15790837.jpg,https://images.gr-assets.com/books/1359704028s/15790837.jpg,https://images.gr-assets.com/books/1359704028m/15790837.jpg
890,<django.db.models.base.ModelState object at 0x00000216581B0D90>,1041,12505,831,679642420,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,Идиот,The Idiot,eng,4.18,https://images.gr-assets.com/books/1327865902m/12505.jpg,https://images.gr-assets.com/books/1327865902s/12505.jpg,https://images.gr-assets.com/books/1327865902m/12505.jpg
891,<django.db.models.base.ModelState object at 0x00000216581B0E20>,1042,365,83,671746723,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),en-US,3.97,https://images.gr-assets.com/books/1404697381m/365.jpg,https://images.gr-assets.com/books/1404697381s/365.jpg,https://images.gr-assets.com/books/1404697381m/365.jpg
